NORAD_CAT_ID,OBJECT_NAME,TLE_LINE1,TLE_LINE2,EPOCH
56805,STARLINK-6064,1 56805C 23078AQ  26210.05951389 -.00005986  00000+0 -50172-3 0  2108,2 56805  70.0029 327.9650 0003189 270.4311 335.8074 14.98325426    10,2026-07-29 04:38:21
56806,STARLINK-6072,1 56806C 23078AR  26210.05465278  .00034391  00000+0  28827-2 0  2107,2 56806  70.0025 307.8694 0003332 268.9783 154.8478 14.98304428    13,2026-07-29 04:38:21
56807,STARLINK-6073,1 56807C 23078AS  26210.07340278  .00005293  00000+0  44368-3 0  2100,2 56807  70.0026 327.8052 0003416 269.4639 164.2168 14.98316592    10,2026-07-29 04:38:21
56808,STARLINK-6042,1 56808C 23078AT  26210.07062500  .00074603  00000+0  62503-2 0  2101,2 56808  70.0007 278.0682 0004002 268.9215 119.0428 14.98301452    18,2026-07-29 04:38:21
56809,STARLINK-6040,1 56809C 23078AU  26210.03590278 -.00050264  00000+0 -42130-2 0  2109,2 56809  70.0029 347.9202 0002982 266.9493 188.2500 14.98349921    10,2026-07-29 04:38:21
56810,STARLINK-6031,1 56810C 23078AV  26210.02618056 -.00051655  00000+0 -43291-2 0  2109,2 56810  70.0024 348.0427 0003064 272.8640  39.8593 14.98354869    10,2026-07-29 04:38:21
56812,STARLINK-6065,1 56812C 23078AX  26210.05118056 -.00012468  00000+0 -10451-2 0  2100,2 56812  70.0026 327.9187 0003313 270.1888 357.7438 14.98327008    10,2026-07-29 04:38:21
56813,STARLINK-6056,1 56813C 23078AY  26210.03034722 -.00051071  00000+0 -42805-2 0  2107,2 56813  70.0029 347.9095 0002940 270.4242 176.4347 14.98351905    14,2026-07-29 04:38:21
56814,STARLINK-6059,1 56814C 23078AZ  26210.07062500 -.00036998  00000+0 -31015-2 0  2109,2 56814  70.0028 347.8566 0002969 270.4768 349.4632 14.98338418    13,2026-07-29 04:38:21
56816,STARLINK-6067,1 56816C 23078BB  26210.07270833  .00004397  00000+0  36851-3 0  2101,2 56816  70.0024 327.7821 0003161 269.6100 182.8007 14.98322438    17,2026-07-29 04:38:21
56818,STARLINK-6028,1 56818C 23078BD  26210.03729167 -.00048824  00000+0 -40920-2 0  2104,2 56818  70.0029 347.8900 0003072 271.7594 213.4377 14.98351099    13,2026-07-29 04:38:21
56823,STARLINK-30119,1 56823C 23079A   26210.04284722 -.00019342  00000+0 -70025-3 0  2108,2 56823  43.0008  28.9953 0001650 272.0874  89.6812 15.27603295    14,2026-07-29 04:38:21
56824,STARLINK-30120,1 56824C 23079B   26210.04631944  .00031092  00000+0  11269-2 0  2109,2 56824  43.0004  29.1679 0001328 269.1943  33.9123 15.27542998    14,2026-07-29 04:38:21
56825,STARLINK-30084,1 56825C 23079C   26210.06576389  .00026805  00000+0  97110-3 0  2109,2 56825  43.0013  28.2703 0001628 276.9533 105.6821 15.27557459    17,2026-07-29 04:38:21
56826,STARLINK-30114,1 56826C 23079D   26210.04076389  .00045975  00000+0  16661-2 0  2103,2 56826  43.0025  28.7200 0001630 274.2394 118.7171 15.27537593    17,2026-07-29 04:38:21
56827,STARLINK-30151,1 56827C 23079E   26210.07687500  .00015910  00000+0  57650-3 0  2100,2 56827  43.0040  28.5779 0001921 274.9589   6.1667 15.27555236    14,2026-07-29 04:38:21
56828,STARLINK-30152,1 56828C 23079F   26210.03312500  .00050437  00000+0  18278-2 0  2107,2 56828  43.0041  28.8868 0001634 275.9537 103.0643 15.27536282    14,2026-07-29 04:38:21
56832,STARLINK-30128,1 56832C 23079K   26210.07965278 -.00012975  00000+0 -47023-3 0  2100,2 56832  43.0034   2.7416 0001352 276.6526 129.6960 15.27565443    11,2026-07-29 04:38:21
56833,STARLINK-30131,1 56833C 23079L   26210.08104167 -.00006031  00000+0 -23361-3 0  2109,2 56833  43.0067   7.7666 0005154 283.8714 245.7778 15.25351532    10,2026-07-29 04:38:21
56834,STARLINK-30069,1 56834C 23079M   26210.05881944 -.00015801  00000+0 -57204-3 0  2100,2 56834  43.0019  25.2801 0001779 272.0697 266.8985 15.27601125    15,2026-07-29 04:38:21
56835,STARLINK-30144,1 56835C 23079N   26210.07201389  .00100020  00000+0  20608-2 0  2105,2 56835  42.9913  15.4253 0018803 293.9778  27.0006 15.44800816    15,2026-07-29 04:38:21
56836,STARLINK-30142,1 56836C 23079P   26210.07479167  .00015718  00000+0  56909-3 0  2100,2 56836  43.0018  25.3477 0001546 274.2160 289.0450 15.27583507    14,2026-07-29 04:38:21
56837,STARLINK-30133,1 56837C 23079Q   26210.05604167 -.00014658  00000+0 -53049-3 0  2105,2 56837  43.0011  28.2916 0001654 280.7971  55.2996 15.27610257    11,2026-07-29 04:38:21
56838,STARLINK-30123,1 56838C 23079R   26210.04909722  .00000780  00000+0  28281-4 0  2100,2 56838  43.0014 315.6191 0001351 266.6237 150.8399 15.27561953    12,2026-07-29 04:38:21
56839,STARLINK-30076,1 56839C 23079S   26210.08173611  .00013994  00000+0  50717-3 0  2104,2 56839  43.0039  28.5262 0001584 272.9873  41.9849 15.27551356    19,2026-07-29 04:38:21
56840,STARLINK-30073,1 56840C 23079T   26210.06090278  .00002642  00000+0  95715-4 0  2107,2 56840  42.9998 213.9886 0001060 258.2060 132.9514 15.27573556    15,2026-07-29 04:38:21
56841,STARLINK-30078,1 56841C 23079U   26210.07409722 -.00014621  00000+0 -52981-3 0  2106,2 56841  43.0040 340.9006 0001604 270.3377   5.7956 15.27570466    15,2026-07-29 04:38:21
56842,STARLINK-30135,1 56842C 23079V   26210.02826389 -.00058774  00000+0 -21307-2 0  2108,2 56842  43.0015  28.9304 0001682 278.3609  24.4153 15.27578085    16,2026-07-29 04:38:21
56843,STARLINK-30137,1 56843C 23079W   26210.06576389  .00021503  00000+0  77976-3 0  2107,2 56843  43.0035  28.4001 0001472 273.5880  10.1861 15.27529532    14,2026-07-29 04:38:21
56844,STARLINK-30136,1 56844C 23079X   26210.08034722  .00013900  00000+0  50373-3 0  2104,2 56844  43.0041  28.4949 0001827 274.2711  11.9125 15.27553540    16,2026-07-29 04:38:21
56876,STARLINK-6206,1 56876C 23083A   26210.04076389 -.00011021  00000+0 -39915-3 0  2108,2 56876  43.0041   7.1411 0001894 273.0386 161.1523 15.27586543    17,2026-07-29 04:38:21
56877,STARLINK-6209,1 56877C 23083B   26210.04215278 -.00034365  00000+0 -12445-2 0  2105,2 56877  43.0013   6.5705 0002016 264.6287  50.6771 15.27599302    13,2026-07-29 04:38:21
56878,STARLINK-6182,1 56878C 23083C   26210.06993056 -.00021980  00000+0 -79714-3 0  2107,2 56878  43.0043   7.0594 0002194 277.5792 281.8319 15.27545820    12,2026-07-29 04:38:21
56879,STARLINK-5707,1 56879C 23083D   26210.07131944 -.00025055  00000+0 -90747-3 0  2105,2 56879  43.0035   7.0983 0002024 271.9328 273.8863 15.27591274    10,2026-07-29 04:38:21
56880,STARLINK-6177,1 56880C 23083E   26210.06784722 -.00025069  00000+0 -90824-3 0  2105,2 56880  43.0030   6.7518 0001414 270.9044  51.4657 15.27582624    13,2026-07-29 04:38:21
56881,STARLINK-5853,1 56881C 23083F   26210.03381944 -.00006817  00000+0 -24699-3 0  2109,2 56881  43.0036   7.3597 0001752 278.6052  39.5552 15.27573005    17,2026-07-29 04:38:21
56882,STARLINK-6175,1 56882C 23083G   26210.03937500 -.00047258  00000+0 -17113-2 0  2101,2 56882  43.0028   6.8257 0001485 271.1737 289.8047 15.27609986    14,2026-07-29 04:38:21
56883,STARLINK-6171,1 56883C 23083H   26210.05465278 -.00019168  00000+0 -69458-3 0  2101,2 56883  43.0008   6.6321 0001267 266.6541  60.9362 15.27573074    19,2026-07-29 04:38:21
56884,STARLINK-5515,1 56884C 23083J   26210.08243056 -.00006700  00000+0 -24281-3 0  2106,2 56884  43.0017   6.3096 0001758 264.8226 286.3184 15.27562131    19,2026-07-29 04:38:21
56885,STARLINK-5095,1 56885C 23083K   26210.07131944 -.00021622  00000+0 -78259-3 0  2102,2 56885  43.0023   6.5914 0001318 265.7862 132.2928 15.27612245    13,2026-07-29 04:38:21
56886,STARLINK-5496,1 56886C 23083L   26210.04354167 -.00023179  00000+0 -83951-3 0  2108,2 56886  43.0014   6.5776 0001548 269.3283  46.5530 15.27591788    16,2026-07-29 04:38:21
56887,STARLINK-6180,1 56887C 23083M   26210.04076389 -.00042169  00000+0 -15269-2 0  2102,2 56887  43.0014  11.0252 0001530 279.8000 311.9501 15.27608814    17,2026-07-29 04:38:21
56888,STARLINK-6181,1 56888C 23083N   26210.04701389 -.00005030  00000+0 -18219-3 0  2103,2 56888  43.0033  10.4722 0001433 275.8959 209.5872 15.27577504    19,2026-07-29 04:38:21
56889,STARLINK-6169,1 56889C 23083P   26210.05743056 -.00045355  00000+0 -16426-2 0  2103,2 56889  43.0013   6.5278 0001485 252.8044 125.3997 15.27604912    14,2026-07-29 04:38:21
56890,STARLINK-5528,1 56890C 23083Q   26210.04770833 -.00011736  00000+0 -42508-3 0  2104,2 56890  43.0018  10.2286 0001404 264.1562 324.1865 15.27585356    17,2026-07-29 04:38:21
56891,STARLINK-6213,1 56891C 23083R   26210.06298611 -.00103490  00000+0 -37486-2 0  2103,2 56891  43.0017   6.5508 0001548 266.5457 121.0095 15.27627569    12,2026-07-29 04:38:21
56892,STARLINK-6219,1 56892C 23083S   26210.05326389 -.00021185  00000+0 -76718-3 0  2109,2 56892  43.0044  10.6685 0002303 278.2313 142.6126 15.27593183    14,2026-07-29 04:38:21
56893,STARLINK-6216,1 56893C 23083T   26210.06229167 -.00016785  00000+0 -60808-3 0  2100,2 56893  43.0013   6.6070 0001635 271.2600  91.1593 15.27580044    11,2026-07-29 04:38:21
56894,STARLINK-6144,1 56894C 23083U   26210.04145833 -.00014195  00000+0 -51410-3 0  2108,2 56894  43.0021  10.3484 0001450 271.0731 247.4900 15.27588506    19,2026-07-29 04:38:21
56895,STARLINK-6208,1 56895C 23083V   26210.07826389 -.00048476  00000+0 -17553-2 0  2102,2 56895  43.0042  10.4787 0001863 269.3920 310.2922 15.27611801    16,2026-07-29 04:38:21
56896,STARLINK-6202,1 56896C 23083W   26210.04840278 -.00003711  00000+0 -13445-3 0  2103,2 56896  43.0036  10.5951 0001523 274.1560 162.2982 15.27570333    16,2026-07-29 04:38:21
56897,STARLINK-6200,1 56897C 23083X   26210.03173611 -.00000088  00000+0 -31785-5 0  2106,2 56897  43.0035  10.6568 0001516 275.6566  83.3458 15.27558507    15,2026-07-29 04:38:21
56898,STARLINK-6205,1 56898C 23083Y   26210.06368056 -.00022008  00000+0 -79738-3 0  2103,2 56898  43.0032   3.6316 0002218 269.3292 274.2130 15.27577880    15,2026-07-29 04:38:21
56899,STARLINK-6203,1 56899C 23083Z   26210.06784722 -.00021245  00000+0 -76960-3 0  2102,2 56899  43.0017   3.0214 0001516 273.0912 180.9928 15.27584348    16,2026-07-29 04:38:21
56900,STARLINK-6207,1 56900C 23083AA  26210.03381944 -.00027341  00000+0 -99056-3 0  2105,2 56900  43.0037 352.7866 0001659 274.7454 351.1061 15.27583329    13,2026-07-29 04:38:21
56901,STARLINK-6185,1 56901C 23083AB  26210.05534722 -.00047801  00000+0 -17309-2 0  2105,2 56901  43.0045   3.5786 0002148 277.0867 262.9854 15.27610154    19,2026-07-29 04:38:21
56902,STARLINK-6195,1 56902C 23083AC  26210.06993056 -.00029451  00000+0 -10669-2 0  2109,2 56902  43.0041 352.6122 0001980 274.7301 175.7931 15.27587735    13,2026-07-29 04:38:21
56903,STARLINK-6192,1 56903C 23083AD  26210.04631944 -.00043495  00000+0 -15752-2 0  2105,2 56903  43.0023   3.2726 0001345 267.3485  11.5926 15.27604164    16,2026-07-29 04:38:21
56904,STARLINK-6193,1 56904C 23083AE  26210.05187500 -.00049690  00000+0 -17998-2 0  2108,2 56904  43.0029 352.4391 0001487 266.7986 197.5015 15.27603171    17,2026-07-29 04:38:21
56905,STARLINK-6183,1 56905C 23083AF  26210.06715278 -.00045789  00000+0 -16598-2 0  2109,2 56905  43.0038 351.8936 0001496 273.7446 112.8782 15.27576071    14,2026-07-29 04:38:21
56906,STARLINK-6098,1 56906C 23083AG  26210.04701389 -.00030605  00000+0 -11086-2 0  2104,2 56906  43.0024 352.0975 0001873 269.4814 323.6775 15.27589471    18,2026-07-29 04:38:21
56907,STARLINK-6110,1 56907C 23083AH  26210.05326389 -.00032302  00000+0 -11700-2 0  2108,2 56907  43.0034 352.0192 0001838 270.4874  18.3013 15.27594577    16,2026-07-29 04:38:21
56908,STARLINK-6186,1 56908C 23083AJ  26210.04979167 -.00081887  00000+0 -29645-2 0  2105,2 56908  43.0012 352.2636 0001514 265.7570 264.8559 15.27634538    14,2026-07-29 04:38:21
56909,STARLINK-5999,1 56909C 23083AK  26210.05881944 -.00030084  00000+0 -10896-2 0  2103,2 56909  43.0045 352.7246 0002029 270.6125  97.4839 15.27593610    12,2026-07-29 04:38:21
56910,STARLINK-6179,1 56910C 23083AL  26210.06506944 -.00040142  00000+0 -14539-2 0  2104,2 56910  43.0020 352.2818 0001531 269.0618 303.2535 15.27598207    11,2026-07-29 04:38:21
56911,STARLINK-6116,1 56911C 23083AM  26210.04562500 -.00027443  00000+0 -99406-3 0  2109,2 56911  43.0018 352.1869 0001436 269.6386 280.3869 15.27589788    15,2026-07-29 04:38:21
56912,STARLINK-5805,1 56912C 23083AN  26210.04562500 -.00026011  00000+0 -94192-3 0  2107,2 56912  43.0031 352.5260 0001425 268.0202 140.5602 15.27598683    14,2026-07-29 04:38:21
56913,STARLINK-5950,1 56913C 23083AP  26210.05187500 -.00031041  00000+0 -11244-2 0  2107,2 56913  43.0013 352.2019 0001565 267.8524 295.4745 15.27590647    13,2026-07-29 04:38:21
56914,STARLINK-5961,1 56914C 23083AQ  26210.07131944 -.00029616  00000+0 -10733-2 0  2108,2 56914  43.0039 351.8381 0002143 273.0808 143.4502 15.27573100    14,2026-07-29 04:38:21
56915,STARLINK-5965,1 56915C 23083AR  26210.05951389 -.00033868  00000+0 -12269-2 0  2100,2 56915  43.0014 352.2614 0001019 274.3729 288.5943 15.27589971    12,2026-07-29 04:38:21
56916,STARLINK-5973,1 56916C 23083AS  26210.06576389 -.00037035  00000+0 -13415-2 0  2109,2 56916  43.0017 352.2039 0001474 271.8243 332.6341 15.27594343    17,2026-07-29 04:38:21
56917,STARLINK-5971,1 56917C 23083AT  26210.07201389 -.00054463  00000+0 -19726-2 0  2101,2 56917  43.0034 352.4273 0001683 275.2314 257.5015 15.27605904    17,2026-07-29 04:38:21
56918,STARLINK-5951,1 56918C 23083AU  26210.02062500 -.00031524  00000+0 -11417-2 0  2109,2 56918  43.0018 352.3052 0001579 270.0288 149.5594 15.27597850    13,2026-07-29 04:38:21
56919,STARLINK-5966,1 56919C 23083AV  26210.06437500 -.00031394  00000+0 -11371-2 0  2104,2 56919  43.0033 351.9301 0002205 273.0000  84.0426 15.27592843    19,2026-07-29 04:38:21
56920,STARLINK-5960,1 56920C 23083AW  26210.06854167 -.00036609  00000+0 -13261-2 0  2102,2 56920  43.0011 352.1336 0001492 270.9495  10.0090 15.27594659    12,2026-07-29 04:38:21
56921,STARLINK-5958,1 56921C 23083AX  26210.05187500 -.00050343  00000+0 -18234-2 0  2108,2 56921  43.0023 352.0463 0001910 265.2300   1.7913 15.27602413    12,2026-07-29 04:38:21
56922,STARLINK-5937,1 56922C 23083AY  26210.03798611 -.00046100  00000+0 -16696-2 0  2104,2 56922  43.0039 352.6979 0001812 272.7166  37.2981 15.27603208    14,2026-07-29 04:38:21
56923,STARLINK-5952,1 56923C 23083AZ  26210.05604167 -.00050801  00000+0 -18398-2 0  2103,2 56923  43.0016 352.1555 0001550 268.5604 324.7934 15.27607011    12,2026-07-29 04:38:21
56924,STARLINK-5731,1 56924C 23083BA  26210.04006944 -.00037106  00000+0 -13439-2 0  2106,2 56924  43.0036 352.6349 0001648 271.0983  71.6076 15.27598127    10,2026-07-29 04:38:21
56925,STARLINK-5733,1 56925C 23083BB  26210.05881944 -.00031147  00000+0 -11288-2 0  2108,2 56925  43.0023 352.3444 0001484 267.3440 256.4382 15.27575244    12,2026-07-29 04:38:21
56926,STARLINK-5746,1 56926C 23083BC  26210.03659722 -.00022346  00000+0 -80931-3 0  2107,2 56926  43.0018 352.4193 0001348 274.1973 148.4432 15.27591412    16,2026-07-29 04:38:21
56927,STARLINK-5808,1 56927C 23083BD  26210.04979167  .00034754  00000+0  12591-2 0  2107,2 56927  42.9990 261.4232 0001440 263.8357 133.8002 15.27551675    19,2026-07-29 04:38:21
57049,STARLINK-5850,1 57049C 23088B   26210.05187500  .00007940  00000+0  28741-3 0  2103,2 57049  43.0039  32.6441 0001495 269.1516 257.6380 15.27594302    15,2026-07-29 04:38:21
57050,STARLINK-5845,1 57050C 23088C   26210.05951389  .00008248  00000+0  29869-3 0  2103,2 57050  43.0003  32.1654 0002178 251.4640 134.3288 15.27580479    18,2026-07-29 04:38:21
57051,STARLINK-5839,1 57051C 23088D   26210.03798611  .00033178  00000+0  12014-2 0  2102,2 57051  43.0021  32.1661 0002038 265.2305  58.5045 15.27569219    10,2026-07-29 04:38:21
57052,STARLINK-5860,1 57052C 23088E   26210.07409722  .00009355  00000+0  33879-3 0  2102,2 57052  43.0033  31.9135 0002063 274.4833 269.3981 15.27575677    19,2026-07-29 04:38:21
57053,STARLINK-5865,1 57053C 23088F   26210.07131944  .00010922  00000+0  39591-3 0  2100,2 57053  43.0014  32.3568 0001622 277.6312  67.1292 15.27545912    19,2026-07-29 04:38:21
57054,STARLINK-5881,1 57054C 23088G   26210.04909722  .00030280  00000+0  10966-2 0  2108,2 57054  43.0027  32.0822 0001912 276.7368 115.3660 15.27565061    19,2026-07-29 04:38:21
57055,STARLINK-6237,1 57055C 23088H   26210.05187500  .00027322  00000+0  98953-3 0  2108,2 57055  43.0011  32.1335 0002562 267.4518 111.6481 15.27565109    12,2026-07-29 04:38:21
57056,STARLINK-6353,1 57056C 23088J   26210.08034722  .00006186  00000+0  22405-3 0  2103,2 57056  43.0037  31.8568 0001937 276.1686 309.2055 15.27577237    10,2026-07-29 04:38:21
57057,STARLINK-6223,1 57057C 23088K   26210.05743056  .00027158  00000+0  98360-3 0  2103,2 57057  43.0019  32.0441 0001869 276.3574 147.4993 15.27566536    19,2026-07-29 04:38:21
57058,STARLINK-6217,1 57058C 23088L   26210.06993056  .00013824  00000+0  50080-3 0  2104,2 57058  43.0041  31.8677 0001695 276.0842 273.1872 15.27564972    10,2026-07-29 04:38:21
57059,STARLINK-6211,1 57059C 23088M   26210.04423611  .00024948  00000+0  90346-3 0  2106,2 57059  43.0042  32.0174 0002053 271.1254 129.5990 15.27570376    19,2026-07-29 04:38:21
57060,STARLINK-6227,1 57060C 23088N   26210.06368056  .00013278  00000+0  48099-3 0  2103,2 57060  43.0038  32.6630 0001485 275.2580 274.1974 15.27566582    17,2026-07-29 04:38:21
57061,STARLINK-5869,1 57061C 23088P   26210.04701389  .00033517  00000+0  12139-2 0  2105,2 57061  43.0030  35.6037 0001935 277.0486  56.7879 15.27563331    16,2026-07-29 04:38:21
57062,STARLINK-5536,1 57062C 23088Q   26210.08173611 -.00025843  00000+0 -93602-3 0  2101,2 57062  43.0021  17.6262 0001449 268.5997 109.4365 15.27592078    15,2026-07-29 04:38:21
57063,STARLINK-5832,1 57063C 23088R   26210.04770833  .00024945  00000+0  90324-3 0  2105,2 57063  43.0007  32.3136 0001397 262.7884  22.5071 15.27576099    11,2026-07-29 04:38:21
57064,STARLINK-5822,1 57064C 23088S   26210.03729167  .00021460  00000+0  77707-3 0  2108,2 57064  43.0015  32.2590 0002107 257.5732  20.0260 15.27574939    12,2026-07-29 04:38:21
57065,STARLINK-5830,1 57065C 23088T   26210.04076389  .00036882  00000+0  13361-2 0  2100,2 57065  43.0013  35.8281 0001557 278.3609 289.1082 15.27554967    18,2026-07-29 04:38:21
57066,STARLINK-5827,1 57066C 23088U   26210.05118056  .00021225  00000+0  76833-3 0  2109,2 57066  43.0012  32.2485 0002185 247.0146  78.6486 15.27586038    15,2026-07-29 04:38:21
57067,STARLINK-5824,1 57067C 23088V   26210.06020833  .00010617  00000+0  38454-3 0  2106,2 57067  43.0008  32.3525 0001405 270.1729  34.5533 15.27573975    15,2026-07-29 04:38:21
57068,STARLINK-5844,1 57068C 23088W   26210.08173611  .00010554  00000+0  38226-3 0  2109,2 57068  43.0010  35.7293 0001538 270.6337 119.9511 15.27574234    18,2026-07-29 04:38:21
57069,STARLINK-5821,1 57069C 23088X   26210.08381944 -.00019290  00000+0 -69866-3 0  2102,2 57069  43.0033  18.0194 0001548 270.5944 316.1791 15.27588182    10,2026-07-29 04:38:21
57070,STARLINK-5828,1 57070C 23088Y   26210.08173611 -.00014926  00000+0 -54059-3 0  2103,2 57070  43.0015  17.6959 0001751 267.4935  89.2882 15.27587390    16,2026-07-29 04:38:21
57071,STARLINK-5834,1 57071C 23088Z   26210.05118056 -.00003298  00000+0 -11945-3 0  2100,2 57071  43.0015  18.0758 0001498 270.7565 192.9055 15.27581071    17,2026-07-29 04:38:21
57072,STARLINK-5843,1 57072C 23088AA  26210.08173611 -.00028287  00000+0 -10245-2 0  2108,2 57072  43.0010  17.7936 0001596 269.2122  45.1311 15.27593375    12,2026-07-29 04:38:21
57073,STARLINK-5838,1 57073C 23088AB  26210.04006944 -.00000679  00000+0 -24580-4 0  2103,2 57073  43.0007  17.9804 0001554 271.6415 194.5279 15.27581067    18,2026-07-29 04:38:21
57074,STARLINK-5773,1 57074C 23088AC  26210.03937500  .00039457  00000+0  14292-2 0  2105,2 57074  43.0010  35.9160 0001542 275.6916 262.8915 15.27556789    14,2026-07-29 04:38:21
57075,STARLINK-5542,1 57075C 23088AD  26210.06506944 -.00003663  00000+0 -13270-3 0  2101,2 57075  43.0035  17.3369 0001508 272.3585 183.7025 15.27574290    15,2026-07-29 04:38:21
57076,STARLINK-6155,1 57076C 23088AE  26210.07062500 -.00033832  00000+0 -12252-2 0  2107,2 57076  43.0019  17.9148 0001516 268.6816 323.2591 15.27601308    13,2026-07-29 04:38:21
57077,STARLINK-6194,1 57077C 23088AF  26210.03381944  .00008981  00000+0  32538-3 0  2105,2 57077  43.0027  18.2543 0001383 271.9779  60.7473 15.27566690    19,2026-07-29 04:38:21
57079,STARLINK-6245,1 57079C 23088AH  26210.06506944 -.00003948  00000+0 -14307-3 0  2103,2 57079  43.0040  17.4746 0001817 278.2605 121.2402 15.27558307    13,2026-07-29 04:38:21
57080,STARLINK-6243,1 57080C 23088AJ  26210.04215278  .00008473  00000+0  30669-3 0  2105,2 57080  43.0018  18.1569 0001321 271.4073 128.3077 15.27595180    11,2026-07-29 04:38:21
57081,STARLINK-6184,1 57081C 23088AK  26210.03590278  .00011442  00000+0  41387-3 0  2100,2 57081  43.0037  17.7360 0001664 266.3075 290.1492 15.27616301    10,2026-07-29 04:38:21
57082,STARLINK-6248,1 57082C 23088AL  26210.06368056 -.00011322  00000+0 -41004-3 0  2106,2 57082  43.0038  17.3965 0001706 271.3511 155.8176 15.27586756    13,2026-07-29 04:38:21
57083,STARLINK-6253,1 57083C 23088AM  26210.07895833 -.00013426  00000+0 -48624-3 0  2108,2 57083  43.0010  17.6682 0001828 260.2809  95.3700 15.27589079    17,2026-07-29 04:38:21
57084,STARLINK-6240,1 57084C 23088AN  26210.05534722 -.00004149  00000+0 -15028-3 0  2108,2 57084  43.0043  17.5791 0002297 270.1130  54.5828 15.27578083    13,2026-07-29 04:38:21
57085,STARLINK-6232,1 57085C 23088AP  26210.07618056 -.00012482  00000+0 -45202-3 0  2100,2 57085  43.0034  17.2564 0001778 258.9529 265.2522 15.27589306    10,2026-07-29 04:38:21
57086,STARLINK-6247,1 57086C 23088AQ  26210.07409722 -.00008840  00000+0 -32017-3 0  2102,2 57086  43.0027  17.5700 0002391 271.6760 113.7989 15.27582660    19,2026-07-29 04:38:21
57087,STARLINK-6251,1 57087C 23088AR  26210.06159722 -.00002143  00000+0 -77614-4 0  2107,2 57087  43.0035  17.3881 0001714 274.1931 148.6028 15.27576045    14,2026-07-29 04:38:21
57088,STARLINK-6257,1 57088C 23088AS  26210.05187500 -.00001443  00000+0 -52276-4 0  2101,2 57088  43.0019  17.7436 0002063 274.8455 327.0630 15.27579828    17,2026-07-29 04:38:21
57089,STARLINK-6259,1 57089C 23088AT  26210.04076389  .00006317  00000+0  22881-3 0  2104,2 57089  43.0028  17.7378 0001891 272.4352 296.5886 15.27573903    12,2026-07-29 04:38:21
57090,STARLINK-6254,1 57090C 23088AU  26210.05118056 -.00013189  00000+0 -47763-3 0  2108,2 57090  43.0039  17.4935 0002048 275.2868  68.9206 15.27589185    16,2026-07-29 04:38:21
57091,STARLINK-6262,1 57091C 23088AV  26210.08520833 -.00012483  00000+0 -45219-3 0  2102,2 57091  43.0041  17.3859 0001786 272.3964 223.7961 15.27580491    17,2026-07-29 04:38:21
57092,STARLINK-6225,1 57092C 23088AW  26210.06298611 -.00003574  00000+0 -12947-3 0  2100,2 57092  43.0037  17.4634 0001726 279.4541 115.6197 15.27570615    15,2026-07-29 04:38:21
57093,STARLINK-6229,1 57093C 23088AX  26210.03729167  .00012685  00000+0  45943-3 0  2106,2 57093  43.0027  17.8061 0001603 277.0233 251.6704 15.27572687    15,2026-07-29 04:38:21
57094,STARLINK-6235,1 57094C 23088AY  26210.07409722 -.00010859  00000+0 -39368-3 0  2100,2 57094  43.0018  17.6449 0001437 274.8872  75.3657 15.27552809    15,2026-07-29 04:38:21
57101,STARLINK-6132,1 57101C 23090A   26210.07687500 -.00016810  00000+0 -60891-3 0  2102,2 57101  42.9990 203.1460 0001389 257.4795 150.4594 15.27583460    15,2026-07-29 04:38:21
57102,STARLINK-6111,1 57102C 23090B   26210.03520833 -.00003322  00000+0 -12034-3 0  2104,2 57102  42.9993 203.4832 0000800 247.4217 248.6585 15.27577901    13,2026-07-29 04:38:21
57104,STARLINK-6130,1 57104C 23090D   26210.07895833 -.00017033  00000+0 -61706-3 0  2109,2 57104  42.9992 203.1847 0001448 260.4651 137.7099 15.27580714    17,2026-07-29 04:38:21
57105,STARLINK-6097,1 57105C 23090E   26210.02062500  .00005904  00000+0  21381-3 0  2109,2 57105  42.9988 203.5931 0001057 260.0109 141.6260 15.27577318    11,2026-07-29 04:38:21
57106,STARLINK-6118,1 57106C 23090F   26210.05118056 -.00005689  00000+0 -20621-3 0  2109,2 57106  42.9992 203.2711 0001368 258.5577  15.0972 15.27557633    18,2026-07-29 04:38:21
57107,STARLINK-6131,1 57107C 23090G   26210.06923611 -.00014189  00000+0 -51396-3 0  2100,2 57107  43.0012 202.8469 0001795 267.6570 239.7114 15.27581417    17,2026-07-29 04:38:21
57108,STARLINK-6099,1 57108C 23090H   26210.07479167 -.00024002  00000+0 -86918-3 0  2107,2 57108  42.9990 203.0868 0001304 264.8435 159.9163 15.27596796    15,2026-07-29 04:38:21
57109,STARLINK-6139,1 57109C 23090J   26210.04215278 -.00004428  00000+0 -16042-3 0  2107,2 57109  43.0014 203.7042 0001130 280.1669 140.9711 15.27574221    11,2026-07-29 04:38:21
57110,STARLINK-6134,1 57110C 23090K   26210.04979167 -.00005212  00000+0 -18878-3 0  2104,2 57110  42.9990 203.1814 0001374 259.0903  49.2470 15.27580674    13,2026-07-29 04:38:21
57111,STARLINK-6140,1 57111C 23090L   26210.04076389 -.00000581  00000+0 -21045-4 0  2104,2 57111  42.9999 203.1615 0001808 272.2630  14.6702 15.27582597    18,2026-07-29 04:38:21
57112,STARLINK-6141,1 57112C 23090M   26210.08034722 -.00017881  00000+0 -64774-3 0  2100,2 57112  42.9992 203.1565 0000864 253.1353 159.7616 15.27582789    15,2026-07-29 04:38:21
